,X,Y,Z
510756,25797.479209999998,80645.19856,4170.6266
553819,18735.024409999998,83566.09036,3371.3776
660554,22014.367280000002,76140.34056,7987.646067000001
656242,20328.678480000002,78160.26076,9048.467467
658038,17553.10468,81168.34336,7735.761533
550470,19170.97841,83478.89956,3167.9324
35329,26364.219409999998,76503.63556,6045.2288
591601,26102.64701,83914.85356,4802.7599
199364,22208.12461,75195.77356,9968.8148
573290,26044.519809999998,81633.36096,3458.5684
415720,22411.56981,87896.56676,363.295
639148,18088.35931,78029.47456,7905.2992
380,20638.69021,77026.78036,6423.0556
224303,21699.511609999998,79366.40016,9532.8608
441047,21539.661809999998,88012.82116,1932.7294
213249,22164.52921,75791.57736,10143.1964
342862,20188.20441,84220.02136,2179.77
299103,19897.56841,77259.28916,8297.6578
616570,20493.372209999998,79337.33656,8159.6057
363921,20042.88641,86152.75076,2949.9554
133403,23050.96901,86864.80896000001,5580.2112
117746,26829.23701,78276.51516,5507.5522
96591,24562.27621,87039.19056,4824.5576
445828,19839.44121,82621.52336,1874.6022
64251,23966.47241,80281.90356,6859.0096
50174,22324.37901,84263.61676,7643.7268
141713,23690.36821,79700.63156000001,4998.9392
80602,26117.178809999998,78654.34196,4722.835
209245,21772.17061,80761.45296000001,10259.4508
378502,20842.13541,86254.47336,2528.5332
204026,25187.14361,78349.17416000001,9867.0922
542436,26000.92441,83885.78996000001,4054.3722
245658,17180.12181,79773.29056000001,8210.466999999999
427767,23050.96901,89189.89696,784.7172
644100,25492.31141,78065.80406000001,7934.3628
556249,20478.84041,87053.72236,3109.8052
24065,23893.81341,80005.79936,5958.0380000000005
458915,24446.02181,87184.50856,1613.0298
443572,19781.31401,83609.68576000001,1831.0068
572455,21031.04881,85789.45576,2979.0190000000002
338868,24823.84861,87111.84956,1961.793
120253,21249.02581,86181.81436,5551.1476
88821,17993.90261,82316.35556,4911.7484
64845,26320.62401,82403.54636000001,6800.8824
379062,19592.40061,82766.84136,2543.065
229163,22803.92841,80645.19856,9794.4332
14078,20958.38981,77419.13896,6757.286999999999
394007,24039.131409999998,86835.74536,1104.4168
309164,20798.54001,78683.40556,8399.3804
361739,18938.46961,83740.47196,2935.4236
584197,19098.31941,83871.25816,3022.6144
203443,23472.391209999998,80165.64916,9896.1558
52340,21873.89321,84118.29876,7716.3858
402754,24765.72141,85920.24196,1336.9256
63772,19897.56841,79657.03616,6844.4778
642041,19795.84581,83304.51796,2608.4581
427425,22019.211209999998,87344.35836,828.3126
582333,24867.44401,86414.32316,2964.4872
133625,26538.60101,82694.18236,5580.2112
661898,23138.15981,89204.42876,1264.2666
460396,22571.41961,88376.11616,1642.0934
280365,17761.393809999998,78538.08756,8559.2302
492911,21917.48861,84249.08496000001,3487.632
174714,22397.03801,79308.27296,9358.4792
276063,23704.90001,79017.63696,8631.8892
278598,22440.63341,76140.34056,8573.761999999999
170847,22237.18821,78305.57876,9445.67
253132,17209.18541,79569.84536,8181.4034
430391,20246.33161,82389.01456,1743.816
314945,19795.84581,83638.74936,2296.0244
557309,25405.120609999998,85368.03356,3138.8688
412470,23123.62801,89248.02416,712.0582
320662,24896.50761,84859.42056,2281.4926
222606,19766.78221,79511.71816,9547.3926
178514,21118.23961,78683.40556,8980.6524
489520,25041.82561,85426.16076,3574.8228
13933,20130.07721,79162.95496,6728.2234
168666,21597.78901,78334.64236,9460.2018
412678,21379.812009999998,85833.05116,726.59
233260,21249.02581,79700.63156000001,9736.306
246452,22353.44261,83871.25816,8210.466999999999
172401,23995.53601,82403.54636000001,9314.8838
326167,24896.50761,85760.39216,2455.8742
58618,19650.52781,78654.34196,7614.6632
102701,18982.06501,77012.24856,4417.6672
182768,26160.77421,81575.23376,8849.8662
393216,24344.29921,87155.44496000001,1148.0122
82714,26117.178809999998,78320.11056,4766.4304
51253,18037.49801,78581.68296,7658.2586
344708,20071.95001,83086.54096,2208.8336
276768,24111.790409999998,78349.17416000001,8690.0164
425577,22208.12461,87983.75756,726.59
78703,20871.19901,87010.12696000001,4722.835
175824,22382.50621,76910.52596,9373.011
538415,25463.24781,85527.88336,4039.8404
537996,26378.75121,80078.45836,4039.8404
352087,18633.30181,80848.64376,2819.1692
263265,20522.43581,83624.21756,7789.0448
665435,19752.25041,78567.15116000001,7829.00725
87612,22847.52381,87504.20816000001,4679.2396
474916,18967.533209999998,81778.67896,3720.1408
285984,20057.41821,82432.60996,8820.8026
557882,18691.42901,82200.10116,3138.8688
340353,20638.69021,87068.25416,2005.3884
115108,20769.47641,79598.90896,4562.9852
479987,23385.200409999998,82185.56936000001,3894.5224
481952,20696.81741,86457.91856,3792.7998
290541,24024.59961,78073.06996000001,8704.5482
108945,26771.109809999998,80746.92116,4577.517
437795,20595.09481,83972.98076,1714.7524
374882,24431.490009999998,87460.61276,2572.1286
449347,22266.251809999998,88521.43416,1424.1164
261438,19912.10021,78814.19176,7803.5766
506348,21263.55761,80572.53956,4214.222
280725,20754.94461,76605.35816,8559.2302
256062,23646.77281,78668.87376,7832.6402
266224,18705.96081,82432.60996,7963.4264
240292,22789.39661,77317.41636,8050.6172
37893,25158.080009999998,78102.13356,6059.7606
332862,24736.65781,85803.98756000001,2048.9838
75874,19955.69561,79904.07676,7178.7092
300127,20827.60361,78857.78716,8283.126
381008,19127.383009999998,79860.48136,2702.9148
375421,25710.28841,84089.23516,2586.6604
624971,23443.32761,88368.85026,1831.0068
643667,20471.57451,78886.85076,7977.9582
305430,19999.29101,78450.89676,8530.1666
174991,24446.02181,77796.96576,9358.4792
183069,25201.67541,78261.98336,8849.8662
322279,24998.230209999998,83595.15396,2266.9608
449383,24213.51301,88245.32996,1424.1164
79872,25899.20181,82476.20536,4708.3032
578514,19156.44661,83566.09036,3037.1462
291737,21714.04341,75820.64096,8762.6754
350911,19665.05961,82868.56396,2136.1746
341123,21205.43041,87998.28936,1990.8566
570812,19606.932409999998,84379.87116,3008.0826
444085,19766.78221,83537.02676000001,1845.5386
517164,20580.563009999998,86414.32316,4374.0718
112412,18880.34241,77549.92516,4533.9216
256485,18764.08801,77855.09296000001,7832.6402
167861,24896.50761,77622.58416,9402.0746
437721,24896.50761,84670.50716000001,1700.2206
57853,24126.32221,78988.57336000001,7600.1314
467473,26175.30601,81023.02536,3749.2044
452836,21045.58061,84249.08496000001,1482.2436
106179,25361.52521,81589.76556,4446.7308
286357,19723.18681,82098.37856,8820.8026
325565,19839.44121,82883.09576,2484.9378
169368,21219.962209999998,77128.50296,9474.7336
648849,24969.16661,85484.28796,3291.4527
455663,20406.18141,83725.94016,1409.5846
281235,22324.37901,83260.92256,8602.8256
54603,25608.56581,77985.87916,7600.1314
6634,17427.16241,78814.19176,6248.674
546782,18560.64281,80746.92116,3095.2734
390798,20929.32621,84670.50716000001,1104.4168
49882,20798.54001,83813.13096000001,7672.7904
654146,20071.95001,82834.65642,8467.195467
55453,20202.73621,79235.61396,7556.536
531887,26509.53741,80281.90356,3952.6496
24159,25855.60641,77608.05236,5958.0380000000005
41,21597.78901,85237.24736000001,6423.0556
154489,23646.77281,86545.10936,5245.9798
11279,21626.852609999998,85600.54236,6655.5644
366599,25928.26541,82505.26896,2877.2964
347911,20377.11781,83507.96316,2092.5792
528916,25346.99341,84830.35696,3909.0542
413632,23472.391209999998,88361.58436000001,682.9946
186695,19287.232809999998,78668.87376,9096.9068
209301,24010.06781,78639.81016000001,10259.4508
428131,22251.72001,88594.09316,799.2489999999999
240518,21612.32081,76387.38116,8050.6172
571623,19955.69561,85411.62896,3008.0826
598530,21801.23421,77019.51446,7556.536
587460,25230.73901,85382.56536000001,3022.6144
610796,22149.99741,76038.61796,9816.2309
457186,21626.852609999998,87998.28936,1395.0528
74234,17267.31261,81081.15256,7120.581999999999
323477,24911.039409999998,87431.54916000001,2441.3424
355135,25158.080009999998,85324.43816,2819.1692
416176,22731.26941,88085.48016,406.8904
639895,22564.15371,77157.56656,8007.0218
177867,21902.95681,75341.09156,8937.056999999999
498207,25332.46161,85905.71016,3662.0136
432854,24693.06241,87126.38136,1772.8796
29627,22876.58741,86516.04576000001,6132.4196
36364,21379.812009999998,86080.09176,6001.6334
591013,19926.63201,80950.36636,9452.9359
32036,21147.30321,79221.08216,6219.6104
359421,19040.19221,82301.82376,2790.1056
320029,19505.20981,81706.01996,2281.4926
78017,21452.47101,84888.48416,7149.6456
535349,24344.29921,85818.51936,4083.4358
400054,21249.02581,85455.22436000001,1278.7984
65436,22629.54681,85644.13776,6815.4142
220996,20798.54001,80993.96176,9503.7972
325135,25201.67541,83115.60456,2470.406
462017,19955.69561,83609.68576000001,1642.0934
615495,22120.93381,85949.30556000001,3654.7477
279110,22179.061009999998,83246.39076000001,8559.2302
535460,25056.35741,86239.94156,4127.0312
14684,20784.00821,78160.26076,6553.8418
452022,21031.04881,85338.96996,1467.7118
287579,21219.962209999998,78668.87376,8806.2708
288815,23661.30461,77230.22556,8719.08
293092,21568.72541,76038.61796,8748.1436
136674,18662.36541,77942.28376,5652.8702
255569,22280.78361,84481.59376,7818.1084
34448,18081.093409999998,78610.74656,6030.696999999999
660433,24625.24734,86864.80896000001,2882.140333
516130,26335.15581,80964.89816,4345.0082
299689,20580.563009999998,78988.57336000001,8268.5942
400527,21684.97981,88085.48016,1293.3302
548537,20173.672609999998,85164.58836000001,3051.678
454091,20813.071809999998,83464.36776000001,1380.521
171618,20406.18141,81923.99696,9329.4156
606764,25928.26541,82628.78926,4650.1759999999995
178754,23152.691609999998,82795.90496,8966.1206
127467,22149.99741,78741.53276,5710.9974
409402,21714.04341,87315.29476,639.3992
273226,22091.87021,83740.47196,7934.3628
141198,25855.60641,77535.39336,5144.2572
625530,20573.29711,83042.94556000001,8442.9758
364601,19345.36001,83813.13096000001,2964.4872
333487,20813.071809999998,87562.33536,2019.9202
436695,20914.79441,85062.86576,1729.2842
361867,19970.22741,85368.03356,2935.4236
165499,21001.98521,76300.19036000001,9198.6294
573248,19374.423609999998,82098.37856,2993.5508
134127,24780.25321,78596.21476,5594.743
596440,18168.284209999998,77644.38186000001,4315.9446
573837,25376.05701,84975.67496,3458.5684
570361,19635.99601,79758.75876,3022.6144
114442,26204.369609999998,83377.17696,4519.3898
9137,22920.18281,78232.91976,6321.3330000000005
320107,19505.20981,81052.08896000001,2281.4926
8713,20551.49941,77259.28916,6335.8648
8026,26669.38721,77898.68836,6379.4602
204523,21278.08941,75893.29996,9867.0922
32492,23094.56441,78349.17416000001,6234.1422
177477,22033.74301,75646.25936,8922.5252
581910,18284.53861,79482.65456,3400.4412
304697,18880.34241,78044.00636,8472.0394
520944,26291.56041,80340.03076000001,4286.880999999999
440342,21379.812009999998,87533.27176,1889.134
34883,18589.70641,78247.45156,6045.2288
492234,25855.60641,83348.11336,3487.632
534708,26029.98801,80252.83996,4083.4358
372506,20362.58601,86414.32316,2543.065
445150,23298.00961,88100.01196,1816.475
530076,25608.56581,84685.03896,3894.5224
554213,19345.36001,82258.22836000001,3371.3776
276528,26393.28301,81560.70196,8675.4846
18898,20711.34921,78334.64236,6582.9054
633338,24460.55361,85694.99906,3603.8864
167951,22615.01501,76430.97656,9402.0746
184141,20231.79981,82243.69656,8907.9934
516091,23763.02721,80805.04836,4345.0082
408240,23777.55901,89015.51536,1206.1394
92312,18531.57921,77666.17956,4940.812
559328,25230.73901,85004.73856,3124.337
157000,23225.350609999998,77738.83856,9271.2884
432624,23356.13681,88535.96596,1772.8796
399728,24126.32221,87068.25416,944.567
418447,22004.67941,87257.16756,508.61300000000006
666903,20948.00995,84346.65561,1613.0298
355254,19999.29101,86036.49636,2819.1692
298247,20929.32621,76619.88996,8297.6578
318077,20231.79981,85411.62896,2237.8972
88187,23966.47241,86239.94156,4897.2166
70947,20028.35461,79773.29056000001,7309.4954
323390,25230.73901,85033.80216,2441.3424
598181,23465.12531,78145.72896000001,7120.581999999999
197997,23196.28701,80427.22156,9983.3466
64356,22513.29241,85716.79676,6859.0096
129504,22484.22881,78727.00096,5769.1246
73059,20202.73621,77666.17956,7294.9636
165057,24184.44941,77680.71136,9198.6294
370943,19127.383009999998,82156.50576,2572.1286
649459,24947.36891,84510.65736,1656.6252
289862,23007.37361,82854.03216,8690.0164
500643,18270.00681,79642.50436,3603.8864
296923,22687.67401,77346.47996,8370.3168
114290,26102.64701,82098.37856,4519.3898
553148,26204.369609999998,82955.75476,3371.3776
607175,24998.230209999998,87010.12696000001,3102.5393
138206,25797.479209999998,77564.45696,5086.13
572416,19548.80521,79104.82776,3196.9959999999996
293993,22934.71461,83638.74936,8355.785
21235,23036.43721,86559.64116,5885.379
541669,24649.46701,87387.95376,4039.8404
366114,19708.65501,80034.86296,2877.2964
600041,24431.490009999998,86356.19596,4366.8059
381499,24940.10301,87286.23116,2688.383
162434,25419.65241,78276.51516,9184.0976
407362,20972.921609999998,84074.70336,1235.203
641129,24751.189609999998,86581.43886000001,5071.5982
643977,20863.933109999998,80049.39476,5100.6618
75262,22120.93381,84554.25276,7091.5184
366400,20057.41821,86021.96456000001,2862.7646
447402,24765.72141,85266.31096,1845.5386
116777,26277.02861,82389.01456,4548.4534
354624,25782.94741,83449.83596,2848.2328
30552,17441.694209999998,78625.27836,6117.8878
171148,22527.82421,76460.04016,9343.9474
142875,25768.41561,77695.24316,5013.471
570802,19403.48721,84365.33936,3008.0826
1188,23152.691609999998,78305.57876,6437.5874
156005,18052.02981,78291.04696,5245.9798
519623,26364.219409999998,79526.24996,4301.4128
610357,23915.611109999998,87547.80356,915.5034
46336,17746.86201,81691.48816000001,7353.0908
618191,19774.04811,81415.38396,1990.8566
110004,26102.64701,82694.18236,4621.1124
464170,20653.222009999998,83507.96316,1511.3072
447998,19912.10021,82679.65056000001,1860.0704
281231,22019.211209999998,83260.92256,8602.8256
373557,24911.039409999998,86821.21356,2586.6604
311588,20987.45341,83231.85896,8428.444
602959,20464.30861,87017.39286,4315.9446
419478,23021.90541,89044.57896,857.3762
461089,20159.14081,83101.07276,1656.6252
239526,26654.85541,78857.78716,8036.0854
618432,25274.33441,77753.37036,8668.2187
406102,21176.36681,84685.03896,1162.5439999999999
554688,18662.36541,83420.77236,3269.655
269817,19490.67801,78552.61936,7919.831
352821,21031.04881,86138.21896,2790.1056
394768,21583.25721,87693.12156,1118.9486
98462,26335.15581,82272.76016,4475.7944
107163,24300.70381,86152.75076,4432.1990000000005
70953,19723.18681,79802.35416,7309.4954
246701,20682.28561,76198.46776,8224.9988
259191,20827.60361,83755.00376,7759.9812
337987,24780.25321,86298.06876000001,1976.3248
256328,22106.402009999998,76925.05776,7832.6402
661394,23050.96901,85077.39756,3865.4588
361454,20304.45881,85295.37456,2920.8918
491249,18517.04741,78610.74656,3502.1638
488358,25710.28841,81255.53416,3545.7592
272928,21714.04341,76372.84936000001,7934.3628
235308,20057.41821,82868.56396,8108.7444
363993,18822.21521,79337.33656,2964.4872
476014,20042.88641,81604.29736,3705.6090000000004
30285,26102.64701,78174.79256,6161.4832
237976,21176.36681,78654.34196,8137.808000000001
440280,21830.29781,87954.69396,1889.134
154409,24300.70381,86617.76836,5245.9798
412770,21757.63881,87417.01736,712.0582
350780,25332.46161,84220.02136,2121.6428
159818,19548.80521,79424.52736000001,9300.351999999999
529014,18996.59681,81894.93336,3923.586
362928,19447.082609999998,83943.91716,2920.8918
173139,19723.18681,79395.46376,9329.4156
458474,21801.23421,88172.67096,1613.0298
438793,20391.64961,81967.59236000001,1903.6658
634309,24060.92911,80848.64376,8501.103000000001
463038,21103.70781,87867.50316000001,1525.839
122011,23472.391209999998,86792.14996,5536.6158
1121,20827.60361,79192.01856,6437.5874
67738,26247.96501,78145.72896000001,6873.5414
342143,20929.32621,86632.30016,2165.2382
340852,20071.95001,81807.74256,1990.8566
514436,21249.02581,87417.01736,4345.0082
549704,20507.90401,86094.62356,3371.3776
14279,20595.09481,77942.28376,6757.286999999999
548496,19025.66041,82970.28656000001,3342.3140000000003
464084,21147.30321,84437.99836,1511.3072
361508,20362.58601,85426.16076,2920.8918
112221,26567.66461,83304.51796,4606.5806
259370,22266.251809999998,77099.43936,7759.9812
249077,23138.15981,77317.41636,8254.0624
53050,22237.18821,84190.95776,7687.3222
57889,21103.70781,83725.94016,7600.1314
543107,18429.85661,80223.77636,3356.8458
282702,25158.080009999998,77884.15656,8588.2938
356787,25695.75661,83188.26356,2746.5102
632332,20391.64961,82570.66206,2005.3884
34903,26160.77421,77869.62476,6045.2288
199281,21772.17061,76358.31756,9968.8148
68843,17848.584609999998,81822.27436,7236.8364
243984,19592.40061,78087.60176,8065.149
495264,25724.820209999998,82577.92796,3516.6956
166769,19083.78761,78494.49216000001,9431.1382
256511,18923.93781,78058.53816,7832.6402
239482,23879.28161,79787.82236,8036.0854
658843,24906.195480000002,77365.85569,8937.056999999999
548348,18778.61981,82868.56396,3342.3140000000003
266823,18444.38841,78174.79256,8007.0218
162116,19723.18681,79773.29056000001,9184.0976
157967,19941.16381,79845.94956000001,9227.693000000001
425532,23748.49541,87126.38136,726.59
663265,22992.841809999998,78799.65996,6176.015
34472,17616.07581,78799.65996,6030.696999999999
95365,26509.53741,79976.73576,4853.6212
24288,21350.74841,78349.17416000001,5958.0380000000005
554379,25826.54281,83101.07276,3240.5914
215797,26277.02861,80078.45836,9605.5198
88612,26059.05161,81633.36096,4911.7484
253690,23080.03261,77346.47996,8195.9352
45321,21743.10701,84220.02136,7338.559
223592,20740.412809999998,80993.96176,9518.329
29996,23021.90541,85905.71016,6161.4832
133846,26640.32361,82650.58696,5594.743
380404,25158.080009999998,83827.66276,2688.383
67666,17746.86201,78974.04156,6873.5414
531676,18546.11101,78160.26076,3952.6496
527858,26335.15581,82258.22836000001,3996.245
589786,18400.793009999998,83006.61606,4010.7768
202703,22745.801209999998,81502.57476,9823.4968
5979,26306.09221,77811.49756,6306.8012
571508,20958.38981,85440.69256,3008.0826
337169,24969.16661,83929.38536,1976.3248
375658,25085.42101,85774.92396,2499.4696
618095,20340.78831,85673.20136,2354.1516
343823,25012.76201,85266.31096,2165.2382
607322,26175.30601,82606.99156000001,4105.2335
536664,25971.86081,82258.22836000001,4112.4994
259015,24126.32221,80674.26216,7759.9812
594998,18865.81061,76547.23096,4308.6787
333870,19824.90941,83784.06736,2034.4520000000002
618200,26298.82631,81502.57476,3400.4412
161661,25928.26541,78523.55576,9169.5658
646912,24998.230209999998,85840.31706,1714.7524
113271,25899.20181,83159.19996,4533.9216
402113,21176.36681,87576.86716000001,1264.2666
315301,20449.77681,86908.40436,2339.6198
40239,21917.48861,77084.90756,7498.4088
524125,22905.651009999998,85774.92396,3967.1814
112410,18589.70641,77549.92516,4533.9216
619749,20638.69021,85840.31706,1947.2612
72565,25666.69301,78087.60176,7280.4318
179464,23036.43721,82679.65056000001,8980.6524
452722,20885.73081,83348.11336,1482.2436
125708,21219.962209999998,86545.10936,5463.9568
659369,21932.02041,84481.59376,7614.6632
494846,18735.024409999998,79875.01316,3516.6956
63428,21699.511609999998,85266.31096,7018.8594
101935,19069.25581,76401.91296,4490.3262
241186,20101.013609999998,78044.00636,8021.5536
9019,22905.651009999998,78407.30136,6321.3330000000005
591653,21081.91011,86966.53156,4824.5576
429542,24954.63481,84408.93476,1772.8796
439333,20696.81741,87024.65876,1903.6658
599219,20079.21591,77506.32976000001,7512.9406
127270,25782.94741,77811.49756,5725.5292
222809,21612.32081,82171.03756,9532.8608
419641,21234.49401,86225.40976000001,871.908
347940,20624.15841,84321.74396,2092.5792
468314,19170.97841,82490.73716,3749.2044
481826,21772.17061,85397.09716,3792.7998
50183,21757.63881,84132.83056,7643.7268
608784,20340.78831,79424.52736000001,4693.7714
595842,21961.08401,81749.61536,9961.5489
156023,26277.02861,79061.23236000001,5245.9798
644758,26349.68761,81073.88666,9140.5022
599648,23784.82491,80703.32576,4519.3898
70580,19694.123209999998,79424.52736000001,7222.3046
615619,26015.45621,77964.08146,6205.0786
330909,19868.50481,81880.40156,2397.7470000000003
203405,22992.841809999998,79976.73576,9896.1558
244538,22033.74301,83522.49496,8224.9988
414235,22426.101609999998,88230.79816,450.4858
4203,20827.60361,78538.08756,6452.1192
172272,20188.20441,80906.77096000001,9314.8838
134170,25942.79721,77971.34736,5594.743
498324,24823.84861,85629.60596,3662.0136
163717,19810.37761,79613.44076,9213.1612
214180,23370.66861,79366.40016,10070.5374
417532,22324.37901,88085.48016,581.2719999999999
359925,19635.99601,85193.65196,2761.042
242188,20318.99061,78930.44616,8065.149
189969,24925.57121,78044.00636,9125.9704
385878,24751.189609999998,86559.64116,2630.2558
241608,20115.54541,83260.92256,8021.5536
207966,23763.02721,79308.27296,10448.3642
56316,20260.863409999998,78639.81016000001,7629.195
571217,25346.99341,83813.13096000001,3008.0826
643959,24663.99881,77397.34126,9155.034
602950,23857.48391,87751.24876,653.931
445792,23428.79581,88347.05256,1860.0704
247702,21757.63881,76605.35816,8268.5942
284773,21975.61581,75486.40956,8777.2072
557432,19476.14621,79293.74116,3124.337
435178,20958.38981,87373.42196,1656.6252
339956,20318.99061,82359.95096,2019.9202
172084,21743.10701,78915.91436,9343.9474
172685,21103.70781,78436.36496,9314.8838
547789,26189.83781,82403.54636000001,3342.3140000000003
316552,20246.33161,85731.32856000001,2325.0879999999997
125440,26175.30601,77404.60716,5478.4886
204895,21583.25721,76808.80336,9881.624
192995,22484.22881,75936.89536000001,9009.716
227504,22149.99741,79729.69516,9808.965
131163,17616.07581,78610.74656,5740.061
374062,19534.273409999998,83202.79536,2601.1922
406293,21467.002809999998,85992.90096,1162.5439999999999
636452,17703.26661,82011.18776,6648.2985
490195,21801.23421,83202.79536,3560.2909999999997
6871,26378.75121,77753.37036,6277.7376
466064,20784.00821,83057.47736,1583.9662
443343,20667.75381,85135.52476,1831.0068
610973,21437.93921,76939.58956000001,7578.3337
288559,18211.87961,78334.64236,8719.08
261072,22077.33841,76198.46776,7759.9812
618661,25652.16121,76975.91906,5623.8066
201575,23515.98661,80427.22156,9823.4968
457206,24271.640209999998,86966.53156,1395.0528
332887,25230.73901,85179.12016,2048.9838
459765,21408.87561,88143.60736000001,1598.4979999999998
371145,20318.99061,85920.24196,2557.5968
179,22353.44261,85905.71016,6423.0556
646595,23690.36821,79940.40626,4911.7484
422862,21728.57521,87402.48556,900.9716
301130,17296.37621,79526.24996,8326.7214
96996,26131.71061,84060.17156,4824.5576
396073,24126.32221,87664.05796,988.1624
656263,25506.84321,78286.20302,9828.340733
6289,22920.18281,86138.21896,6248.674
437615,20304.45881,84103.76696000001,1700.2206
653217,25681.22481,81953.06056,4417.6672
426552,23675.83641,88928.32456000001,813.7808
220612,20856.66721,81299.12956,9503.7972
644992,19468.88031,82999.35016,2514.0014
258622,21815.76601,76808.80336,7876.2356
324910,25579.50221,84496.12556,2470.406
25824,26393.28301,78509.02396,5798.1882
314302,20929.32621,87882.03496,2281.4926
387429,19650.52781,83188.26356,2615.724
405292,20827.60361,83871.25816,1206.1394
391545,24242.57661,87082.78596000001,1060.8214
201268,24620.40341,77796.96576,9852.5604
199392,22498.76061,75660.79116000001,9968.8148
77192,23574.11381,78988.57336000001,7149.6456
653538,19006.28468,77520.86156,5008.627067
197828,23036.43721,81270.06596,9910.6876
393548,24634.93521,86501.51396,1148.0122
44535,17412.63061,78712.46916000001,7367.6226
518584,26218.90141,81967.59236000001,4374.0718
41024,20086.48181,78799.65996,7469.3452
309830,23545.050209999998,77709.77496,8413.9122
554077,19461.61441,82403.54636000001,3066.2098
622431,20384.38371,77884.15656,8893.4616
128764,26146.24241,76227.53136000001,5696.4656
122286,23239.88241,79133.89136000001,5405.8296
65622,23356.13681,78654.34196,6829.946
238175,17281.844409999998,79715.16336,8137.808000000001
53822,26756.57801,78552.61936,7585.5996
628084,23138.15981,86145.48486,5812.72
204839,24780.25321,77840.56116,9881.624
91926,20987.45341,87039.19056,4911.7484
359695,24940.10301,86690.42736,2775.5738
459119,20711.34921,83072.00916,1598.4979999999998
87078,23050.96901,87518.73996,4664.7078
382623,19388.95541,84743.16616000001,2673.8512
530158,20972.921609999998,81458.97936,3909.0542
373821,19912.10021,84888.48416,2601.1922
289327,23748.49541,79497.18636,8719.08
611633,25957.329009999998,82505.26896,4570.2511
447275,25346.99341,84510.65736,1845.5386
47863,20275.39521,77637.11596,7411.218000000001
553792,19214.573809999998,79264.67756,3066.2098
137633,26436.87841,83231.85896,5115.1936
657966,25874.98214,83745.31589,2848.2328
405753,21379.812009999998,88172.67096,1191.6076
457113,21670.44801,88114.54376,1380.521
169455,21278.08941,76939.58956000001,9474.7336
417272,22411.56981,87605.93076,581.2719999999999
729,26712.98261,82345.41916,6437.5874
505063,26669.38721,80441.75336,4228.7538
645903,24765.72141,85934.77376,1692.9547
297405,22324.37901,76489.10376,8370.3168
395470,24286.17201,87751.24876,973.6306
575244,19141.91481,82054.78316,3211.5278
441458,25332.46161,84525.18916000001,1947.2612
268449,26175.30601,81894.93336,7992.49
257983,20406.18141,78814.19176,7861.7038
58506,20115.54541,78944.97796,7614.6632
56264,20580.563009999998,79250.14576,7629.195
1648,22527.82421,85571.47876,6379.4602
51481,18386.26121,82112.91036000001,7716.3858
69167,26887.364210000003,78291.04696,7265.9
299269,19185.51021,77840.56116,8297.6578
72711,17325.43981,81153.81156,7294.9636
222559,22091.87021,79206.55036000001,9547.3926
97978,26102.64701,78901.38256,4475.7944
30172,22397.03801,86210.87796,6161.4832
662756,24450.86574,87572.02322,1961.793
229194,21975.61581,80906.77096000001,9794.4332
211031,22905.651009999998,80151.11736,10056.0056
615269,26277.02861,78356.44006000001,5522.084
357571,19723.18681,84249.08496000001,2731.9784
500976,25303.39801,85876.64656000001,3603.8864
561996,24780.25321,87664.05796,3313.2504
373029,19519.74161,83304.51796,2557.5968
329560,25405.120609999998,82636.05516,2368.6834
343264,20478.84041,85803.98756000001,2150.7064
137817,24489.61721,86806.68176,5100.6618
268367,21670.44801,76416.44476,8007.0218
372693,19534.273409999998,84815.82516000001,2557.5968
23404,23021.90541,86559.64116,5943.5062
592801,25608.56581,83856.72636,4076.1699
226986,20217.26801,80717.85756,9750.8378
68531,20042.88641,78029.47456,7251.3682
616404,23254.41421,79439.05916,8784.4731
361111,19650.52781,79947.67216,2935.4236
546232,18764.08801,79162.95496,3095.2734
190560,22484.22881,76140.34056,9125.9704
305827,21743.10701,76067.68156,8530.1666
595344,25986.39261,83224.59306,3022.6144
591865,18851.27881,76169.40416,4817.2917
12316,23138.15981,77811.49756,6771.8188
155951,26843.76881,79366.40016,5245.9798
423611,22106.402009999998,88812.07016,900.9716
321924,24911.039409999998,83943.91716,2266.9608
658599,18613.92608,83275.45436,3773.4240670000004
305042,23690.36821,77259.28916,8486.5712
189131,22803.92841,77942.28376,9140.5022
58018,18226.41141,82011.18776,7600.1314
138599,23515.98661,79700.63156000001,5071.5982
230120,21961.08401,81270.06596,9678.1788
325646,25245.270809999998,82577.92796,2484.9378
525554,26582.19641,81052.08896000001,3967.1814
463481,20842.13541,84655.97536,1540.3708
421293,21001.98521,85150.05656,857.3762
543999,24881.97581,86675.89556,3066.2098
530979,23922.87701,87780.31236,3938.1178
453707,21060.112409999998,86152.75076,1380.521
12060,20929.32621,77884.15656,6670.0962
440188,20275.39521,81807.74256,1889.134
257156,25623.09761,77942.28376,7890.7674
614458,18742.29031,83507.96316,3080.7416
474325,26218.90141,80979.42996000001,3691.0772
224057,20217.26801,79962.20396,9518.329
82727,20101.013609999998,78727.00096,4766.4304
221605,20028.35461,79758.75876,9474.7336
590491,19992.02511,85411.62896,2688.383
523572,18444.38841,78596.21476,4315.9446
542224,25870.13821,82258.22836000001,4054.3722
342625,25012.76201,86763.08636,2179.77
532105,18967.533209999998,77637.11596,3938.1178
161112,19432.55081,78872.31896,9285.8202
200455,22891.11921,81139.27976,9838.0286
490715,19243.63741,78654.34196,3574.8228
